,code,text,label
1405331,43685-7,In controlled clinical trials the incidence of anemia was 0.6% with celecoxib and 0.4% with placebo.,0
1405332,43685-7,Patients on long-term treatment with celecoxib should have their hemoglobin or hematocrit checked if they exhibit any signs or symptoms of anemia or blood loss.,0
1405333,43685-7,"Celecoxib does not generally affect platelet counts, prothrombin time (PT), or partial thromboplastin time (PTT), and does not inhibit platelet aggregation at indicated dosages [see Clinical Pharmacology (12.2)].",0
1405334,43685-7,5.12 Disseminated Intravascular Coagulation (DIC)Celecoxib should be used only with caution in pediatric patients with systemic onset JRA due to the risk of disseminated intravascular coagulation.,0
1405335,43685-7,5.13 Preexisting AsthmaPatients with asthma may have aspirin-sensitive asthma.,0
1405337,43685-7,"Since cross reactivity, including bronchospasm, between aspirin and other nonsteroidal anti-inflammatory drugs has been reported in such aspirin-sensitive patients, celecoxib should not be administered to patients with this form of aspirin sensitivity and should be used with caution in patients with preexisting asthma.",0
1405338,43685-7,"5.14 Laboratory TestsBecause serious GI tract ulcerations and bleeding can occur without warning symptoms, physicians should monitor for signs or symptoms of GI bleeding.",0
1405339,43685-7,Patients on long-term treatment with NSAIDs should have a CBC and a chemistry profile checked periodically.,0
1405340,43685-7,"If abnormal liver tests or renal tests persist or worsen, celecoxib should be discontinued.",0
1405341,43685-7,"In controlled clinical trials, elevated BUN occurred more frequently in patients receiving celecoxib compared with patients on placebo.",0
1405342,43685-7,This laboratory abnormality was also seen in patients who received comparator NSAIDs in these studies.,0
1405343,43685-7,The clinical significance of this abnormality has not been established.,0
1405344,43685-7,"5.15 InflammationThe pharmacological activity of celecoxib in reducing inflammation, and possibly fever, may diminish the utility of these diagnostic signs in detecting infectious complications of presumed noninfectious, painful conditions.",0
1405345,43685-7,5.16 Concomitant NSAID UseThe concomitant use of celecoxib with any dose of a non-aspirin NSAID should be avoided due to the potential for increased risk of adverse reactions.,0
1406830,43685-7,5.1 HepatotoxicityGeneral Information on Hepatotoxicity Hepatic failure resulting in fatalities has occurred in patients receiving valproate.,0
1406844,43685-7,Patients with Known or Suspected Mitochondrial Disease Divalproex sodium is contraindicated in patients known to have mitochondrial disorders caused by POLG mutations and children under two years of age who are clinically suspected of having a mitochondrial disorder [see Contraindications (4)].,0
1406854,43685-7,5.2 Birth DefectsValproate can cause fetal harm when administered to a pregnant woman.,0
1406855,43685-7,"Pregnancy registry data show that maternal valproate use can cause neural tube defects and other structural abnormalities (e.g., craniofacial defects, cardiovascular malformations, hypospadias, limb malformations).",0
1406858,43685-7,5.3 Decreased IQ Following in utero ExposureValproate can cause decreased IQ scores following in utero exposure.,0
1406872,43685-7,"5.4 Use in Women of Childbearing PotentialBecause of the risk to the fetus of decreased IQ and major congenital malformations (including neural tube defects), which may occur very early in pregnancy, valproate should not be administered to a woman of childbearing potential unless the drug is essential to the management of her medical condition.",0
1406880,43685-7,5.5 PancreatitisCases of life-threatening pancreatitis have been reported in both children and adults receiving valproate.,0
1406888,43685-7,5.6 Urea Cycle DisordersDivalproex sodium is contraindicated in patients with known urea cycle disorders (UCD).,0
1406892,43685-7,"5.7 Suicidal Behavior and IdeationAntiepileptic drugs (AEDs), including divalproex sodium, increase the risk of suicidal thoughts or behavior in patients taking these drugs for any indication.",0
1406904,43685-7,"Risk by indication for antiepileptic drugs in the pooled analysis Indication Placebo Patients with Events Per 1,000 Patients Drug Patients with Events Per 1,000 Patients Relative Risk: Incidence of Events in Drug Patients /Incidence in Placebo Patients Risk Difference: Additional Drug Patients with Events Per 1,000 Patients Epilepsy 1.0 3.4 3.5 2.4 Psychiatric 5.7 8.5 1.5 2.9 Other 1.0 1.8 1.9 0.9 Total 2.4 4.3 1.8 1.9 The relative risk for suicidal thoughts or behavior was higher in clinical trials for epilepsy than in clinical trials for psychiatric or other conditions, but the absolute risk differences were similar for the epilepsy and psychiatric indications.",0
1406910,43685-7,5.8 Bleeding and Other Hematopoietic DisordersValproate is associated with dose-related thrombocytopenia.,0
1406916,43685-7,Valproate use has also been associated with decreases in other cell lines and myelodysplasia.,0
1406917,43685-7,"Because of reports of cytopenias, inhibition of the secondary phase of platelet aggregation, and abnormal coagulation parameters, (e.g., low fibrinogen, coagulation factor deficiencies, acquired von Willebrand's disease), measurements of complete blood counts and coagulation tests are recommended before initiating therapy and at periodic intervals.",0
1406918,43685-7,It is recommended that patients receiving divalproex sodium be monitored for blood counts and coagulation parameters prior to planned surgery and during pregnancy [see Use in Specific Populations (8.1)].,0
1406920,43685-7,5.9 HyperammonemiaHyperammonemia has been reported in association with valproate therapy and may be present despite normal liver function tests.,0
1406927,43685-7,5.10 Hyperammonemia and Encephalopathy Associated with Concomitant Topiramate UseConcomitant administration of topiramate and valproate has been associated with hyperammonemia with or without encephalopathy in patients who have tolerated either drug alone.,0
1406936,43685-7,"5.11 HypothermiaHypothermia, defined as an unintentional drop in body core temperature to <35°C (95°F), has been reported in association with valproate therapy both in conjunction with and in the absence of hyperammonemia.",0
1406940,43685-7,"5.12 Drug Reaction with Eosinophilia and Systemic Symptoms (DRESS)/Multiorgan Hypersensitivity ReactionsDrug Reaction with Eosinophilia and Systemic Symptoms (DRESS), also known as Multiorgan Hypersensitivity, has been reported in patients taking valproate.",0
1406941,43685-7,DRESS may be fatal or life-threatening.,0
1406944,43685-7,"Because this disorder is variable in its expression, other organ systems not noted here may be involved.",0
1406947,43685-7,Valproate should be discontinued and not be resumed if an alternative etiology for the signs or symptoms cannot be established.,0
1406948,43685-7,"5.13 Interaction with Carbapenem AntibioticsCarbapenem antibiotics (for example, ertapenem, imipenem, meropenem; this is not a complete list) may reduce serum valproate concentrations to subtherapeutic levels, resulting in loss of seizure control.",0
1406951,43685-7,"5.14 Somnolence in the ElderlyIn a double-blind, multicenter trial of valproate in elderly patients with dementia (mean age = 83 years), doses were increased by 125 mg/day to a target dose of 20 mg/kg/day.",0
1406958,43685-7,"5.15 Monitoring: Drug Plasma ConcentrationSince valproate may interact with concurrently administered drugs which are capable of enzyme induction, periodic plasma concentration determinations of valproate and concomitant drugs are recommended during the early course of therapy [see Drug Interactions (7)].",0
1406959,43685-7,5.16 Effect on Ketone and Thyroid Function TestsValproate is partially eliminated in the urine as a keto-metabolite which may lead to a false interpretation of the urine ketone test.,0
1406962,43685-7,5.17 Effect on HIV and CMV Viruses ReplicationThere are in vitro studies that suggest valproate stimulates the replication of the HIV and CMV viruses under certain experimental conditions.,0
1406966,43685-7,5.18 Medication Residue in the StoolThere have been rare reports of medication residue in the stool.,0
1408488,43685-7,"5.1 HypoglycemiaAll sulfonylureas, including glimepiride, can cause severe hypoglycemia [see Adverse Reactions (6.1)].",0
1408489,43685-7,The patient's ability to concentrate and react may be impaired as a result of hypoglycemia.,0
1408490,43685-7,"These impairments may present a risk in situations where these abilities are especially important, such as driving or operating other machinery.",0
1408491,43685-7,Severe hypoglycemia can lead to unconsciousness or convulsions and may result in temporary or permanent impairment of brain function or death.,0
1408492,43685-7,Patients must be educated to recognize and manage hypoglycemia.,0
1408493,43685-7,"Use caution when initiating and increasing glimepiride doses in patients who may be predisposed to hypoglycemia (e.g., the elderly, patients with renal impairment, patients on other anti-diabetic medications).",0
1408494,43685-7,"Debilitated or malnourished patients, and those with adrenal, pituitary, or hepatic impairment are particularly susceptible to the hypoglycemic action of glucose-lowering medications.",0
1408495,43685-7,"Hypoglycemia is also more likely to occur when caloric intake is deficient, after severe or prolonged exercise, or when alcohol is ingested.",0
1408496,43685-7,"Early warning symptoms of hypoglycemia may be different or less pronounced in patients with autonomic neuropathy, the elderly, and in patients who are taking beta-adrenergic blocking medications or other sympatholytic agents.",0
1408497,43685-7,These situations may result in severe hypoglycemia before the patient is aware of the hypoglycemia.,0
1408498,43685-7,"5.2 Hypersensitivity ReactionsThere have been postmarketing reports of hypersensitivity reactions in patients treated with glimepiride, including serious reactions such as anaphylaxis, angioedema, and Stevens-Johnson Syndrome.",0
1408499,43685-7,"If a hypersensitivity reaction is suspected, promptly discontinue glimepiride, assess for other potential causes for the reaction, and institute alternative treatment for diabetes.",0
1408500,43685-7,5.3 Hemolytic AnemiaSulfonylureas can cause hemolytic anemia in patients with glucose 6-phosphate dehydrogenase (G6PD) deficiency.,0
1408501,43685-7,"Because glimepiride is a sulfonylurea, use caution in patients with G6PD deficiency and consider the use of a non-sulfonylurea alternative.",0
1408502,43685-7,There are also postmarketing reports of hemolytic anemia in patients receiving glimepiride who did not have known G6PD deficiency [see Adverse Reactions (6.2)].,0
1408503,43685-7,5.4 Increased Risk of Cardiovascular Mortality with SulfonylureasThe administration of oral hypoglycemic drugs has been reported to be associated with increased cardiovascular mortality as compared to treatment with diet alone or diet plus insulin.,0
1408504,43685-7,"This warning is based on the study conducted by the University Group Diabetes Program (UGDP), a long-term, prospective clinical trial designed to evaluate the effectiveness of glucose-lowering drugs in preventing or delaying vascular complications in patients with non-insulin-dependent diabetes.",0
1408505,43685-7,The study involved 823 patients who were randomly assigned to one of four treatment groups.,0
1408506,43685-7,UGDP reported that patients treated for 5 to 8 years with diet plus a fixed dose of tolbutamide (1.5 grams per day) had a rate of cardiovascular mortality approximately 2-1/2 times that of patients treated with diet alone.,0
1408507,43685-7,"A significant increase in total mortality was not observed, but the use of tolbutamide was discontinued based on the increase in cardiovascular mortality, thus limiting the opportunity for the study to show an increase in overall mortality.",0
1408508,43685-7,"Despite controversy regarding the interpretation of these results, the findings of the UGDP study provide an adequate basis for this warning.",0
1408509,43685-7,The patient should be informed of the potential risks and advantages of glimepiride and of alternative modes of therapy.,0
1408510,43685-7,"Although only one drug in the sulfonylurea class (tolbutamide) was included in this study, it is prudent from a safety standpoint to consider that this warning may also apply to other oral hypoglycemic drugs in this class, in view of their close similarities in mode of action and chemical structure.",0
1408511,43685-7,5.5 Macrovascular OutcomesThere have been no clinical studies establishing conclusive evidence of macrovascular risk reduction with glimepiride or any other anti-diabetic drug.,0
1408726,43685-7,5.1 Skeletal MuscleRare cases of rhabdomyolysis with acute renal failure secondary to myoglobinuria have been reported with atorvastatin calciumand with other drugs in this class.,0
1408734,43685-7,"Patients should be advised to report promptly unexplained muscle pain, tenderness, or weakness, particularly if accompanied by malaise or fever or if muscle signs and symptoms persist after discontinuing atorvastatin.",0
1408735,43685-7,Atorvastatin calcium therapy should be discontinued if markedly elevated CPK levels occur or myopathy is diagnosed or suspected.,0
1408737,43685-7,"Physicians considering combined therapy with atorvastatin calcium and fibric acid derivatives, erythromycin, clarithromycin, a combination of saquinavir plus ritonavir, lopinavir plus ritonavir, darunavir plus ritonavir, fosamprenavir, or fosamprenavir plus ritonavir, azole antifungals, or lipid-modifying doses of niacin should carefully weigh the potential benefits and risks and should carefully monitor patients for any signs or symptoms of muscle pain, tenderness, or weakness, particularly during the initial months of therapy and during any periods of upward dosage titration of either drug.",0
1408740,43685-7,"Prescribing recommendations for interacting agents are summarized in Table 1 [see also Dosage and Administration (2.6), Drug Interactions (7), Clinical Pharmacology (12.3)].",0
1408742,43685-7,"Drug Interactions Associated with Increased Risk of Myopathy/Rhabdomyolysis Interacting Agents Prescribing Recommendations Cyclosporine, HIV protease inhibitors (tipranavir plus ritonavir), hepatitis C protease inhibitor (telaprevir) Avoid atorvastatin HIV protease inhibitor (lopinavir plus ritonavir) Use with caution and lowest dose necessary Clarithromycin, itraconazole, HIV protease inhibitors (saquinavir plus ritonavir*, darunavir plus ritonavir, fosamprenavir, fosamprenavir plus ritonavir) Do not exceed 20 mg atorvastatin daily HIV protease inhibitor (nelfinavir) Hepatitis C protease inhibitor (boceprevir) Do not exceed 40 mg atorvastatin daily *Use with caution and with the lowest dose necessary (12.3) Cases of myopathy, including rhabdomyolysis, have been reported with atorvastatin co-administered with colchicine, and caution should be exercised when prescribing atorvastatin with colchicine [see Drug Interactions (7.11)] Atorvastatin calcium therapy should be temporarily withheld or discontinued in any patient with an acute, serious condition suggestive of a myopathy or having a risk factor predisposing to the development of renal failure secondary to rhabdomyolysis (e.g., severe acute infection, hypotension, major surgery, trauma, severe metabolic, endocrine and electrolyte disorders, and uncontrolled seizures).",0
1408743,43685-7,"5.2 Liver DysfunctionStatins, like some other lipid-lowering therapies, have been associated with biochemical abnormalities of liver function.",0
1408744,43685-7,Persistent elevations (>3 times the upper limit of normal [ULN] occurring on 2 or more occasions) in serum transaminases occurred in 0.7% of patients who received atorvastatin calcium in clinical trials.,0
1408749,43685-7,Eighteen of 30 patients with persistent LFT elevations continued treatment with a reduced dose of atorvastatin calcium.,0
1408750,43685-7,It is recommended that liver enzyme tests be obtained prior to initiating therapy with atorvastatin calcium and repeated as clinically indicated.,0
1408752,43685-7,"If serious liver injury with clinical symptoms and/or hyperbilirubinemia or jaundice occurs during treatment with atorvastatin calcium, promptly interrupt therapy.",0
1408753,43685-7,"If an alternate etiology is not found, do not restart atorvastatin calcium.",0
1408754,43685-7,Atorvastatin calcium should be used with caution in patients who consume substantial quantities of alcohol and/or have a history of liver disease.,0
1408755,43685-7,Active liver disease or unexplained persistent transaminase elevations are contraindications to the use of atorvastatin calcium [see Contraindications (4.1)].,0
1408756,43685-7,"5.3 Endocrine FunctionIncreased in HbA1c and fasting serum glucose levels have been reported with HMG-CoA reductase inhibitors, including atorvastatin calcium.",0
1408758,43685-7,Clinical studies have shown that atorvastatin calcium does not reduce basal plasma cortisol concentration or impair adrenal reserve.,0
1408762,43685-7,5.4 CNS ToxicityBrain hemorrhage was seen in a female dog treated for 3 months at 120 mg/kg/day.,0
1408770,43685-7,"5.5 Use in Patients with Recent Stroke or TIAIn a post-hoc analysis of the Stroke Prevention by Aggressive Reduction in Cholesterol Levels (SPARCL) study where atorvastatin calcium 80 mg vs. placebo was administered in 4,731 subjects without CHD who had a stroke or TIA within the preceding 6 months, a higher incidence of hemorrhagic stroke was seen in the atorvastatin calcium 80 mg group compared to placebo (55, 2.3% atorvastatin vs. 33, 1.4% placebo; HR: 1.68, 95% CI: 1.09, 2.59; p=0.0168).",0
1409465,43685-7,"5.1 Tendinopathy and Tendon Rupture Fluoroquinolones, including levofloxacin, are associated with an increased risk of tendinitis and tendon rupture in all ages.",0
1409474,43685-7,"[see Adverse Reactions ( 6.3 ); Patient Counseling Information ( 17.3 )] 5.2 Exacerbation of Myasthenia GravisFluoroquinolones, including levofloxacin, have neuromuscular blocking activity and may exacerbate muscle weakness in persons with myasthenia gravis.",0
1409477,43685-7,"5.3 Hypersensitivity ReactionsSerious and occasionally fatal hypersensitivity and/or anaphylactic reactions have been reported in patients receiving therapy with fluoroquinolones, including levofloxacin.",0
1409482,43685-7,"5.4 Other Serious and Sometimes Fatal Reactions Other serious and sometimes fatal events, some due to hypersensitivity, and some due to uncertain etiology, have been reported rarely in patients receiving therapy with fluoroquinolones, including levofloxacin.",0
1409484,43685-7,"Clinical manifestations may include one or more of the following: fever, rash, or severe dermatologic reactions (e.g., toxic epidermal necrolysis, Stevens-Johnson Syndrome); vasculitis; arthralgia; myalgia; serum sickness; allergic pneumonitis; interstitial nephritis; acute renal insufficiency or failure; hepatitis; jaundice; acute hepatic necrosis or failure; anemia, including hemolytic and aplastic; thrombocytopenia, including thrombotic thrombocytopenic purpura; leukopenia; agranulocytosis; pancytopenia; and/or other hematologic abnormalities.",0
1409486,43685-7,5.5 HepatotoxicityPost-marketing reports of severe hepatotoxicity (including acute hepatitis and fatal events) have been received for patients treated with levofloxacin.,0
1409492,43685-7,"5.6 Central Nervous System Effects Convulsions, toxic psychoses, increased intracranial pressure (including pseudotumor cerebri) have been reported in patients receiving fluoroquinolones, including levofloxacin.Fluoroquinolones may also cause central nervous system stimulation which may lead to tremors, restlessness, anxiety, lightheadedness, confusion, hallucinations, paranoia, depression, nightmares, insomnia, and, rarely, suicidal thoughts or acts.",0
1409497,43685-7,"5.7 Clostridium difficile-Associated DiarrheaClostridium difficile-associated diarrhea (CDAD) has been reported with use of nearly all antibacterial agents, including levofloxacin, and may range in severity from mild diarrhea to fatal colitis.",0
1409505,43685-7,"5.8 Peripheral Neuropathy Cases of sensory or sensorimotor axonal polyneuropathy affecting small and/or large axons resulting in paresthesias, hypoesthesias, dysesthesias and weakness have been reported in patients receiving fluoroquinolones, including levofloxacin.",0
1409508,43685-7,"5.9 Prolongation of the QT IntervalSome fluoroquinolones, including levofloxacin, have been associated with prolongation of the QT interval on the electrocardiogram and infrequent cases of arrhythmia.",0
1409512,43685-7,"5.10 Musculoskeletal Disorders in Pediatric Patients and Arthropathic Effects in AnimalsLevofloxacin is indicated in pediatric patients ( 6 months of age and older) only for the prevention of inhalational anthrax (post-exposure)and for plague [see Indications and Usage (1.13, 1.14)].",0
1409517,43685-7,"5.11 Blood Glucose DisturbancesAs with other fluoroquinolones, disturbances of blood glucose, including symptomatic hyper- and hypoglycemia, have been reported with levofloxacin, usually in diabetic patients receiving concomitant treatment with an oral hypoglycemic agent (e.g., glyburide) or with insulin.",0
1409519,43685-7,"If a hypoglycemic reaction occurs in a patient being treated with levofloxacin, levofloxacin should be discontinued and appropriate therapy should be initiated immediately [see Adverse Reactions (6.2); Drug Interactions (7.3); Patient Counseling Information (17.4)] 5.12 Photosensitivity/Phototoxicity Moderate to severe photosensitivity/phototoxicity reactions, the latter of which may manifest as exaggerated sunburn reactions (e.g., burning, erythema, exudation, vesicles, blistering, edema) involving areas exposed to light (typically the face, ""V"" area of the neck, extensor surfaces of the forearms, dorsa of the hands), can be associated with the use of fluoroquinolones after sun or UV light exposure.",0
1409522,43685-7,5.13 Development of Drug Resistant BacteriaPrescribing levofloxacin in the absence of a proven or strongly suspected bacterial infection or a prophylactic indication is unlikely to provide benefit to the patient and increases the risk of the development of drug-resistant bacteria [see Patient Counseling Information (17.1)].,0
1410055,43685-7,The 7½ mg tablets contain FD&C Yellow No.,0
1410056,43685-7,"5 (tartrazine), which may cause allergic-type reactions (including bronchial asthma) in certain susceptible individuals.",0
1410059,43685-7,5.1 HemorrhageWarfarin sodium can cause major or fatal bleeding.,0
1410068,43685-7,5.2 Tissue NecrosisNecrosis and/or gangrene of skin and other tissues is an uncommon but serious risk (< 0.1%).,0
1410075,43685-7,5.3 Systemic Atheroemboli and Cholesterol MicroemboliAnticoagulation therapy with warfarin sodium may enhance the release of atheromatous plaque emboli.,0
1410079,43685-7,A distinct syndrome resulting from microemboli to the feet is known as “purple toes syndrome.” Discontinue warfarin sodium therapy if such phenomena are observed.,0
1410081,43685-7,5.4 Heparin-Induced ThrombocytopeniaDo not use warfarin sodium as initial therapy in patients with heparin-induced thrombocytopenia (HIT) and with heparin-induced thrombocytopenia with thrombosis syndrome (HITTS).,0
1410085,43685-7,5.5 Use in Pregnant Women with Mechanical Heart ValvesWarfarin sodium can cause fetal harm when administered to a pregnant woman.,0
1410090,43685-7,"5.6 Females of Reproductive PotentialWarfarin sodium exposure during pregnancy can cause pregnancy loss, birth defects, or fetal death.",0
1410092,43685-7,"5.7 Other Clinical Settings with Increased RisksIn the following clinical settings, the risks of warfarin sodium therapy may be increased:•Moderate to severe hepatic impairment•Infectious diseases or disturbances of intestinal flora (e.g., sprue, antibiotic therapy)•Use of an indwelling catheter•Severe to moderate hypertension•Deficiency in protein C-mediated anticoagulant response: warfarin sodium reduces the synthesis of the naturally occurring anticoagulants, protein C and protein S. Hereditary or acquired deficiencies of protein C or its cofactor, protein S, have been associated with tissue necrosis following warfarin administration.",0
1410093,43685-7,"Concomitant anticoagulation therapy with heparin for 5 to 7 days during initiation of therapy with warfarin sodium may minimize the incidence of tissue necrosis in these patients.•Eye surgery: In cataract surgery, warfarin sodium use was associated with a significant increase in minor complications of sharp needle and local anesthesia block but not associated with potentially sight-threatening operative hemorrhagic complications.",0
1410094,43685-7,"As warfarin sodium cessation or reduction may lead to serious thromboembolic complications, the decision to discontinue warfarin sodium before a relatively less invasive and complex eye surgery, such as lens surgery, should be based upon the risks of anticoagulant therapy weighed against the benefits.•Polycythemia vera•Vasculitis•Diabetes mellitus5.8 Endogenous Factors Affecting INRThe following factors may be responsible for increased INR response: diarrhea, hepatic disorders, poor nutritional state, steatorrhea, or vitamin K deficiency.",0
1410334,43685-7,Advise patients to have appropriate rescue medication available.,0
1410337,43685-7,Do not abruptly substitute montelukast sodium for inhaled or oral corticosteroids.,0
1410339,43685-7,Patients with known aspirin sensitivity should continue to avoid aspirin or non-steroidal anti-inflammatory agents while taking montelukast sodium.,0
1413475,43685-7,5.1 Hypotension,0
1413476,43685-7,Tizanidine is an α2-adrenergic agonist that can produce hypotension.,0
1413477,43685-7,Syncope has been reported in the post marketing setting.,0
1413478,43685-7,The chance of significant hypotension may possibly be minimized by titration of the dose and by focusing attention on signs and symptoms of hypotension prior to dose advancement.,0
1413479,43685-7,"In addition, patients moving from a supine to fixed upright position may be at increased risk for hypotension and orthostatic effects.",0
1413480,43685-7,Monitor for hypotension when tizanidine is used in patients receiving concurrent antihypertensive therapy.,0
1413481,43685-7,It is not recommended that tizanidine be used with other α2-adrenergic agonists.,0
1413482,43685-7,Clinically significant hypotension (decreases in both systolic and diastolic pressure) has been reported with concomitant administration of either fluvoxamine or ciprofloxacin and single doses of 4 mg of tizanidine.,0
1413483,43685-7,"Therefore, concomitant use of tizanidine with fluvoxamine or with ciprofloxacin, potent inhibitors of CYP1A2, is contraindicated [see Contraindications (4) and Drug Interactions (7.1, 7.2)].",0
1413484,43685-7,5.2 Risk of Liver Injury,0
1413485,43685-7,Tizanidine may cause hepatocellular liver injury.,0
1413486,43685-7,Tizanidine should be used with caution in patients with any hepatic impairment.,0
1413487,43685-7,"Monitoring of aminotransferase levels is recommended for baseline and 1 month after maximum dose is achieved, or if hepatic injury is suspected [see Dosage and Administration (2.3) and Use in Specific Populations (8.7)].",0
1413488,43685-7,5.3 Sedation,0
1413489,43685-7,"Tizanidine can cause sedation, which may interfere with everyday activity.",0
1413490,43685-7,"In the multiple dose studies, the prevalence of patients with sedation peaked following the first week of titration and then remained stable for the duration of the maintenance phase of the study.",0
1413491,43685-7,"The CNS depressant effects of tizanidine with alcohol and other CNS depressants (e.g., benzodiazepines, opioids, tricyclic antidepressants) may be additive.",0
1413492,43685-7,"Monitor patients who take tizanidine with another CNS depressant for symptoms of excess sedation [see Drug Interactions (7.5, 7.6)].",0
1413493,43685-7,5.4 Hallucinosis/Psychotic-Like Symptoms,0
1413494,43685-7,Tizanidine use has been associated with hallucinations.,0
1413495,43685-7,"Formed, visual hallucinations or delusions have been reported in 5 of 170 patients (3%) in two North American controlled clinical studies.",0
1413496,43685-7,Most of the patients were aware that the events were unreal.,0
1413497,43685-7,One patient developed psychosis in association with the hallucinations.,0
1413498,43685-7,Onepatient among these 5 continued to have problems for at least 2 weeks following discontinuation of tizanidine.,0
1413499,43685-7,Consider discontinuing tizanidine in patients who develop hallucinations.,0
1413500,43685-7,5.5 Interaction with CYP1A2 Inhibitors,0
1413501,43685-7,"Because of potential drug interactions, tizanidine is contraindicated in patients taking potent CYP1A2 inhibitors, such as fluvoxamine or ciprofloxacin.",0
1413502,43685-7,"Adverse reactions such as hypotension, bradycardia, or excessive drowsiness can occur when tizanidine is taken with other CYP1A2 inhibitors, such as zileuton, fluoroquinolones other than ciprofloxacin (which is contraindicated), antiarrythmics (amiodarone, mexiletine, propafenone), cimetidine, famotidine, oral contraceptives, acyclovir, and ticlopidine).",0
1413503,43685-7,Concomitant use should be avoided unless the necessity for tizanidine therapy is clinically evident.,0
1413504,43685-7,"In such a case, use with caution [see Drug Interactions (7.3) and Clinical Pharmacology (12.3)].",0
1413505,43685-7,5.6 Hypersensitivity Reactions,0
1413506,43685-7,Tizanidine can cause anaphylaxis.,0
1413507,43685-7,"Signs and symptoms including respiratory compromise, urticaria, and angioedema of the throat and tongue have been reported.",0
1413508,43685-7,Patients should be informed of the signs and symptoms of severe allergic reactions and instructed to discontinue tizanidine and seek immediate medical care should these signs and symptoms occur [see Contraindications (4)].,0
1413509,43685-7,5.7 Increased Risk of Adverse Reactions in Patients with Renal Impairment,0
1413510,43685-7,"Tizanidine should be used with caution in patients with renal insufficiency (creatinine clearance < 25 mL/min), as clearance is reduced by more than 50%.",0
1413511,43685-7,"In these patients, during titration, the individual doses should be reduced.",0
1413512,43685-7,"If higher doses are required, individual doses rather than dosing frequency should be increased.",0
1413513,43685-7,"These patients should be monitored closely for the onset or increase in severity of the common adverse events (dry mouth, somnolence, asthenia and dizziness) as indicators of potential overdose [see Dosage and Administration (2.2) and Use in Specific Populations (8.6)].",0
1413514,43685-7,5.8 Withdrawal Adverse Reactions,0
1413515,43685-7,"Withdrawal adverse reactions include rebound hypertension, tachycardia, and hypertonia.",0
1413516,43685-7,"To minimize the risk of these reactions, particularly in patients who have been receiving high doses (20 to 28 mg daily) for long periods of time (9 weeks or more) or who may be on concomitant treatment with narcotics, the dose should be decreased slowly (2 to 4 mg per day) [see Dosage and Administration (2.2)].",0
1413836,43685-7,5.1 Psychiatric Reactions,0
1413837,43685-7,In some patients levetiracetam causes behavioral abnormalities.,0
1413838,43685-7,The incidences of behavioral abnormalities in the myoclonic and primary generalized tonic-clonic seizure studies were comparable to those of the adult and pediatric partial onset seizure studies.,0
1413839,43685-7,"A total of 13.3% of adult levetiracetam-treated patients and 37.6% of pediatric levetiracetam -treated patients (4 to 16 years of age) compared to 6.2% and 18.6% of adult and pediatric placebo patients respectively, experienced non-psychotic behavioral symptoms (reported as aggression, agitation, anger, anxiety, apathy, depersonalization, depression, emotional lability, hostility, hyperkinesias, irritability, nervousness, neurosis, and personality disorder).",0
1413840,43685-7,"A randomized double-blind, placebo-controlled study was performed to assess the neurocognitive and behavioral effects of levetiracetam as adjunctive therapy in pediatric patients (4 to 16 years of age).",0
1413841,43685-7,"The results from an exploratory analysis indicated a worsening in levetiracetam-treated patients on aggressive behavior (one of eight behavior dimensions) as measured in a standardized and systematic way using a validated instrument, the Achenbach Child Behavior Checklist (CBCL/6 to 18).",0
1413842,43685-7,"In pediatric patients 1 month to < 4 years of age, irritability was reported in 11.7% of the levetiracetam -treated patients compared to 0% of placebo patients.",0
1413843,43685-7,"A total of 1.7% of adult levetiracetam-treated patients discontinued treatment due to behavioral adverse events, compared to 0.2% of placebo patients.",0
1413844,43685-7,The treatment dose was reduced in 0.8% of adult levetiracetam-treated patients and in 0.5% of placebo patients.,0
1413845,43685-7,"Overall, 10.9% of levetiracetam-treated pediatric patients experienced behavioral symptoms associated with discontinuation or dose reduction, compared to 6.2% of placebo patients.",0
1413846,43685-7,"One percent of adult levetiracetam-treated patients, 2% of children 4 to 16 years of age, and 17% of children 1 month to <4 years of age experienced psychotic symptoms, compared to 0.2%, 2%, and 5% respectively, in the placebo patients.",0
1413847,43685-7,"In the controlled study that assessed the neurocognitive and behavioral effects of levetiracetam in pediatric patients 4 to 16 years of age, 1 (1.6%) levetiracetam-treated patient experienced paranoia compared to no placebo patients.",0
1413848,43685-7,There were 2 (3.1%) levetiracetam-treated patients that experienced confusional state compared to no placebo patients [see USE IN SPECIFIC POPULATIONS (8.4)].,0
1413849,43685-7,Two (0.3%) adult levetiracetam-treated patients were hospitalized and their treatment was discontinued due to psychosis.,0
1413850,43685-7,"Both events, reported as psychosis, developed within the first week of treatment and resolved within 1 to 2 weeks following treatment discontinuation.",0
1413851,43685-7,There was no difference between drug and placebo-treated patients in the incidence of the pediatric patients who discontinued treatment due to psychotic and non-psychotic adverse reactions.,0
1413852,43685-7,The above psychiatric signs and symptoms should be monitored.,0
1413853,43685-7,5.2 Suicidal Behavior and Ideation,0
1413854,43685-7,"Antiepileptic drugs (AEDs), including levetiracetam, increase the risk of suicidal thoughts or behavior in patients taking these drugs for any indication.",0
